中文解释,链接,Referer,年份,月份
2017年8月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/9/25/be6fd3311a4449128fec586a2fd6e3fa.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=14&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,8
2017年7月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2017/8/30/11965893aa244a00b5a24d8d7cfae640.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=14&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,7
2017年6月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2017/7/17/29d040855a674f3cbc7202ad2a33d975.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=15&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,6
2017年5月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/6/12/d301e45b678c48ccb8fa9d509c9507a4.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=15&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,5
2017年4月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/5/11/0de93d39f2024e59baa3816026844c22.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=16&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,4
2017年3月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/4/10/27ead5a6bfa94b3a8fa8cc4dad74c132.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=16&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,3
2017年2月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/3/14/fe9a9827597b49f09c8836a5cbcfcea1.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=16&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,2
2017年1月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/ylwsly/2017/2/9/fb44c5dbc7bf4721b43e8b2ea3ec6585.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=17&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2017,1
2016年12月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=17&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,12
2016年11月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=17&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,11
2016年10月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=17&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,10
2016年9月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/10/11/848db371817740bc86ec804a8f6ec08e.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=17&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,9
2016年8月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/9/12/549b830404864475802d80f9feab35e5.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=18&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,8
2016年7月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/8/11/48388dd753d9466bab619878628c6b3f.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=18&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,7
2016年6月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=18&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,6
2016年5月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/6/12/c4ced3aa0a51441b933ae81352751c59.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=18&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,5
2016年4月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/5/10/2556366566ea46c1b7e12eb34a35b785.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=18&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,4
2016年3月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/4/12/67be1bc12a8d417b88357f8e9a6e1a6c.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=19&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,3
2016年2月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/3/11/ba2f8eaf5f98456486a0a6279b42ac3a.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=19&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,2
2016年1月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2016/2/14/23c8e0d87ad8415385f7954afba17a05.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=19&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2016,1
2015年12月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/1/12/d09667fa14e74ba98289f462ab1d7bae.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=19&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2015,12
2015年11月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2015/12/15/8a92fab491fa49138ced55f7647ae29a.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=20&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2015,11
2015年10月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2015/11/12/6b5a92254c6245c2b41d6ca2727f5fc6.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=20&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2015,10
卫生部发布2012年7月全国法定传染病疫情,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2012/9/4/f59cd911d386476d9f62eed057915f6f.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=20&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2012,7
