"year","month","disease_en","province","value","date","value_norm","out_label"
2008,2,"Gonorrhea","Guangdong",1349,"2008.02",-1.00373775557025,""
2008,2,"Gonorrhea","Guangxi",619,"2008.02",0.717472814504088,""
2008,2,"Gonorrhea","Guizhou",106,"2008.02",-0.86921241266011,""
2008,2,"Gonorrhea","Hainan",46,"2008.02",-1.19431158632046,""
2008,2,"Gonorrhea","Hebei",44,"2008.02",-1.84871486428434,""
2008,2,"Gonorrhea","Heilongjiang",131,"2008.02",0.367872301298684,""
2008,2,"Gonorrhea","Henan",0,"2008.02",-0.448513692933243,""
2008,2,"Gonorrhea","Hubei",179,"2008.02",-0.691121509979981,""
2008,2,"Gonorrhea","Hunan",176,"2008.02",-1.02936647524445,""
2008,2,"Gonorrhea","Jiangsu",946,"2008.02",1.63421453102379,""
2008,2,"Gonorrhea","Jiangxi",205,"2008.02",-1.29844202774982,""
2008,2,"Gonorrhea","Jilin",128,"2008.02",0.17397105642016,""
2008,2,"Gonorrhea","Liaoning",135,"2008.02",-1.1619545081396,""
2008,2,"Gonorrhea","Neimenggu",78,"2008.02",-1.91051471997141,""
2008,2,"Gonorrhea","Ningxia",76,"2008.02",1.731210044169,""
2008,2,"Gonorrhea","Qinghai",8,"2008.02",-1.17293997567165,""
2008,2,"Gonorrhea","Shaanxi",106,"2008.02",-0.880964385263568,""
2008,2,"Gonorrhea","Shandong",188,"2008.02",-1.41978796570284,""
2008,2,"Gonorrhea","Shanghai",561,"2008.02",0.994413971130508,""
2008,2,"Gonorrhea","Shanxi",65,"2008.02",-1.67954924209818,""
2008,2,"Gonorrhea","Sichuan",455,"2008.02",1.46500736742992,""
2008,2,"Gonorrhea","Tianjin",44,"2008.02",0.868173189118911,""
2008,2,"Gonorrhea","Xinjiang",213,"2008.02",1.3617968432771,""
2008,2,"Gonorrhea","Xizang",2,"2008.02",-0.760697240386171,""
2008,2,"Gonorrhea","Yunnan",127,"2008.02",-0.945097863209521,""
2008,2,"Gonorrhea","Zhejiang",1377,"2008.02",-0.0913673530995563,""
2008,3,"Gonorrhea","Anhui",0,"2008.03",-0.491568555849236,""
2008,3,"Gonorrhea","Beijing",205,"2008.03",2.38617529693134,""
2008,3,"Gonorrhea","Chongqing",289,"2008.03",1.53098160911677,""
2008,3,"Gonorrhea","Fujian",434,"2008.03",-0.393583017341876,""
2008,3,"Gonorrhea","Gansu",84,"2008.03",0.20801103405432,""
2008,3,"Gonorrhea","Guangdong",1753,"2008.03",-0.217007932361071,""
2008,3,"Gonorrhea","Guangxi",746,"2008.03",1.61124616717983,""
2008,3,"Gonorrhea","Guizhou",135,"2008.03",-0.472289332527442,""
2008,3,"Gonorrhea","Hainan",60,"2008.03",-0.97060862709886,""
2008,3,"Gonorrhea","Hebei",90,"2008.03",-0.107720393666961,""
2008,3,"Gonorrhea","Heilongjiang",179,"2008.03",1.7268401316512,""
2008,3,"Gonorrhea","Henan",0,"2008.03",-0.448513692933243,""
2008,3,"Gonorrhea","Hubei",257,"2008.03",0.40117184414866,""
2008,3,"Gonorrhea","Hunan",233,"2008.03",-0.284483117670097,""
2008,3,"Gonorrhea","Jiangsu",1205,"2008.03",2.9360779499359,""
2008,3,"Gonorrhea","Jiangxi",284,"2008.03",-0.00847833972170382,""
2008,3,"Gonorrhea","Jilin",134,"2008.03",0.307007746623812,""
2008,3,"Gonorrhea","Liaoning",182,"2008.03",-0.171666183871374,""
2008,3,"Gonorrhea","Neimenggu",150,"2008.03",-0.0314515558103874,""
2008,3,"Gonorrhea","Ningxia",97,"2008.03",2.68375356192137,""
2008,3,"Gonorrhea","Qinghai",15,"2008.03",-0.101098592045339,""
2008,3,"Gonorrhea","Shaanxi",161,"2008.03",0.773374512867623,""
2008,3,"Gonorrhea","Shandong",278,"2008.03",-0.138295464831252,""
2008,3,"Gonorrhea","Shanghai",708,"2008.03",1.8823925809697,""
2008,3,"Gonorrhea","Shanxi",113,"2008.03",0.303494706944894,""
2008,3,"Gonorrhea","Sichuan",579,"2008.03",2.71977929978851,""
2008,3,"Gonorrhea","Tianjin",54,"2008.03",1.86401890604943,""
2008,3,"Gonorrhea","Xinjiang",251,"2008.03",2.07911460860878,""
2008,3,"Gonorrhea","Xizang",8,"2008.03",0.418131595708955,""
2008,3,"Gonorrhea","Yunnan",182,"2008.03",-0.632409795252181,""
2008,3,"Gonorrhea","Zhejiang",1773,"2008.03",1.26514036066706,""
2008,4,"Gonorrhea","Anhui",0,"2008.04",-0.491568555849236,""
2008,4,"Gonorrhea","Beijing",188,"2008.04",1.91087584616809,""
2008,4,"Gonorrhea","Chongqing",312,"2008.04",1.95073728870746,""
2008,4,"Gonorrhea","Fujian",450,"2008.04",-0.204735802561922,""
2008,4,"Gonorrhea","Gansu",74,"2008.04",-0.214040339389227,""
2008,4,"Gonorrhea","Guangdong",1570,"2008.04",-0.573373174062258,""
2008,4,"Gonorrhea","Guangxi",832,"2008.04",2.21647851623585,""
2008,4,"Gonorrhea","Guizhou",159,"2008.04",-0.143801266210752,""
2008,4,"Gonorrhea","Hainan",74,"2008.04",-0.746905667877257,""
2008,4,"Gonorrhea","Hebei",96,"2008.04",0.119365841630958,""
2008,4,"Gonorrhea","Heilongjiang",173,"2008.04",1.55696915285713,""
2008,4,"Gonorrhea","Henan",0,"2008.04",-0.448513692933243,""
2008,4,"Gonorrhea","Hubei",272,"2008.04",0.611228258404168,""
2008,4,"Gonorrhea","Hunan",241,"2008.04",-0.179938085028083,""
2008,4,"Gonorrhea","Jiangsu",1217,"2008.04",2.99639594617893,""
2008,4,"Gonorrhea","Jiangxi",303,"2008.04",0.301766091576196,""
2008,4,"Gonorrhea","Jilin",186,"2008.04",1.45999239505546,""
2008,4,"Gonorrhea","Liaoning",199,"2008.04",0.186523210012878,""
2008,4,"Gonorrhea","Neimenggu",146,"2008.04",-0.135843953819333,""
2008,4,"Gonorrhea","Ningxia",75,"2008.04",1.68585082903793,""
2008,4,"Gonorrhea","Qinghai",17,"2008.04",0.205141803276463,""
2008,4,"Gonorrhea","Shaanxi",147,"2008.04",0.352270066070593,""
2008,4,"Gonorrhea","Shandong",242,"2008.04",-0.650892465179886,""
2008,4,"Gonorrhea","Shanghai",648,"2008.04",1.51995233205575,""
2008,4,"Gonorrhea","Shanxi",112,"2008.04",0.262181291339829,""
2008,4,"Gonorrhea","Sichuan",542,"2008.04",2.34537154577829,""
2008,4,"Gonorrhea","Tianjin",54,"2008.04",1.86401890604943,""
2008,4,"Gonorrhea","Xinjiang",231,"2008.04",1.70157894264474,""
2008,4,"Gonorrhea","Xizang",2,"2008.04",-0.760697240386171,""
2008,4,"Gonorrhea","Yunnan",195,"2008.04",-0.558501706462264,""
2008,4,"Gonorrhea","Zhejiang",1866,"2008.04",1.58371414193044,""
2008,5,"Gonorrhea","Anhui",0,"2008.05",-0.491568555849236,""
2008,5,"Gonorrhea","Beijing",212,"2008.05",2.58188683548091,""
2008,5,"Gonorrhea","Chongqing",301,"2008.05",1.74998457238148,""
2008,5,"Gonorrhea","Fujian",485,"2008.05",0.208367479769228,""
2008,5,"Gonorrhea","Gansu",72,"2008.05",-0.298450614077937,""
2008,5,"Gonorrhea","Guangdong",1752,"2008.05",-0.218955283408619,""
2008,5,"Gonorrhea","Guangxi",799,"2008.05",1.98423819624923,""
2008,5,"Gonorrhea","Guizhou",146,"2008.05",-0.321732302132293,""
2008,5,"Gonorrhea","Hainan",67,"2008.05",-0.858757147488058,""
2008,5,"Gonorrhea","Hebei",123,"2008.05",1.14125390047159,""
2008,5,"Gonorrhea","Heilongjiang",184,"2008.05",1.86839928064625,""
2008,5,"Gonorrhea","Henan",0,"2008.05",-0.448513692933243,""
2008,5,"Gonorrhea","Hubei",351,"2008.05",1.71752537348318,""
2008,5,"Gonorrhea","Hunan",266,"2008.05",0.146765141978213,""
2008,5,"Gonorrhea","Jiangsu",1234,"2008.05",3.08184644085656,""
2008,5,"Gonorrhea","Jiangxi",301,"2008.05",0.269108783018523,""
2008,5,"Gonorrhea","Jilin",169,"2008.05",1.08305510614511,""
2008,5,"Gonorrhea","Liaoning",238,"2008.05",1.00825181951204,""
2008,5,"Gonorrhea","Neimenggu",131,"2008.05",-0.527315446352878,""
2008,5,"Gonorrhea","Ningxia",95,"2008.05",2.59303513165924,""
2008,5,"Gonorrhea","Qinghai",8,"2008.05",-1.17293997567165,""
2008,5,"Gonorrhea","Shaanxi",145,"2008.05",0.292112287956731,""
2008,5,"Gonorrhea","Shandong",282,"2008.05",-0.0813402425702924,""
2008,5,"Gonorrhea","Shanghai",673,"2008.05",1.67096910243656,""
2008,5,"Gonorrhea","Shanxi",133,"2008.05",1.12976301904618,""
2008,5,"Gonorrhea","Sichuan",495,"2008.05",1.86977250690044,""
2008,5,"Gonorrhea","Tianjin",66,"2008.05",3.05903376636605,""
2008,5,"Gonorrhea","Xinjiang",297,"2008.05",2.94744664032607,""
2008,5,"Gonorrhea","Xizang",1,"2008.05",-0.957168713068692,""
2008,5,"Gonorrhea","Yunnan",243,"2008.05",-0.285610301699495,""
2008,5,"Gonorrhea","Zhejiang",2066,"2008.05",2.26881904787318,""
2008,6,"Gonorrhea","Anhui",0,"2008.06",-0.491568555849236,""
2008,6,"Gonorrhea","Beijing",202,"2008.06",2.30229892326723,""
2008,6,"Gonorrhea","Chongqing",330,"2008.06",2.27924173360452,""
2008,6,"Gonorrhea","Fujian",443,"2008.06",-0.287356459028152,""
2008,6,"Gonorrhea","Gansu",74,"2008.06",-0.214040339389227,""
2008,6,"Gonorrhea","Guangdong",1541,"2008.06",-0.629846354441135,""
2008,6,"Gonorrhea","Guangxi",759,"2008.06",1.70273477808365,""
2008,6,"Gonorrhea","Guizhou",124,"2008.06",-0.622846362922592,""
2008,6,"Gonorrhea","Hainan",42,"2008.06",-1.25822671752663,""
2008,6,"Gonorrhea","Hebei",96,"2008.06",0.119365841630958,""
2008,6,"Gonorrhea","Heilongjiang",153,"2008.06",0.99073255687692,""
2008,6,"Gonorrhea","Henan",0,"2008.06",-0.448513692933243,""
2008,6,"Gonorrhea","Hubei",300,"2008.06",1.00333356501445,""
2008,6,"Gonorrhea","Hunan",252,"2008.06",-0.0361886651453127,""
2008,6,"Gonorrhea","Jiangsu",1071,"2008.06",2.2625269918887,""
2008,6,"Gonorrhea","Jiangxi",274,"2008.06",-0.171764882510072,""
2008,6,"Gonorrhea","Jilin",158,"2008.06",0.839154507438419,""
2008,6,"Gonorrhea","Liaoning",210,"2008.06",0.418292817820334,""
2008,6,"Gonorrhea","Neimenggu",131,"2008.06",-0.527315446352878,""
2008,6,"Gonorrhea","Ningxia",95,"2008.06",2.59303513165924,""
2008,6,"Gonorrhea","Qinghai",17,"2008.06",0.205141803276463,""
2008,6,"Gonorrhea","Shaanxi",155,"2008.06",0.592901178526039,""
2008,6,"Gonorrhea","Shandong",264,"2008.06",-0.33763874274461,""
2008,6,"Gonorrhea","Shanghai",775,"2008.06",2.28711752559029,""
2008,6,"Gonorrhea","Shanxi",135,"2008.06",1.2123898502563,""
2008,6,"Gonorrhea","Sichuan",523,"2008.06",2.1531081045298,""
2008,6,"Gonorrhea","Tianjin",55,"2008.06",1.96360347774248,""
2008,6,"Gonorrhea","Xinjiang",260,"2008.06",2.24900565829259,""
2008,6,"Gonorrhea","Xizang",2,"2008.06",-0.760697240386171,""
2008,6,"Gonorrhea","Yunnan",217,"2008.06",-0.433426479279329,""
2008,6,"Gonorrhea","Zhejiang",1859,"2008.06",1.55973547022244,""
2008,7,"Gonorrhea","Anhui",0,"2008.07",-0.491568555849236,""
2008,7,"Gonorrhea","Beijing",197,"2008.07",2.16250496716039,""
2008,7,"Gonorrhea","Chongqing",341,"2008.07",2.4799944499305,""
2008,7,"Gonorrhea","Fujian",516,"2008.07",0.574258958405389,""
2008,7,"Gonorrhea","Gansu",100,"2008.07",0.883293231563995,""
2008,7,"Gonorrhea","Guangdong",1762,"2008.07",-0.199481772933144,""
2008,7,"Gonorrhea","Guangxi",818,"2008.07",2.11795231987789,""
2008,7,"Gonorrhea","Guizhou",151,"2008.07",-0.253297288316315,""
2008,7,"Gonorrhea","Hainan",48,"2008.07",-1.16235402071738,""
2008,7,"Gonorrhea","Hebei",80,"2008.07",-0.486197452496827,""
2008,7,"Gonorrhea","Heilongjiang",178,"2008.07",1.69852830185219,""
2008,7,"Gonorrhea","Henan",0,"2008.07",-0.448513692933243,""
2008,7,"Gonorrhea","Hubei",318,"2008.07",1.25540126212106,""
2008,7,"Gonorrhea","Hunan",266,"2008.07",0.146765141978213,""
2008,7,"Gonorrhea","Jiangsu",1211,"2008.07",2.96623694805741,""
2008,7,"Gonorrhea","Jiangxi",298,"2008.07",0.220122820182012,""
2008,7,"Gonorrhea","Jilin",224,"2008.07",2.30255809967859,""
2008,7,"Gonorrhea","Liaoning",230,"2008.07",0.839692104742983,""
2008,7,"Gonorrhea","Neimenggu",153,"2008.07",0.0468427426963217,""
2008,7,"Gonorrhea","Ningxia",109,"2008.07",3.22806414349416,""
2008,7,"Gonorrhea","Qinghai",12,"2008.07",-0.560459185028042,""
2008,7,"Gonorrhea","Shaanxi",168,"2008.07",0.983926736266139,""
2008,7,"Gonorrhea","Shandong",317,"2008.07",0.417017952213102,""
2008,7,"Gonorrhea","Shanghai",665,"2008.07",1.6226437359147,""
2008,7,"Gonorrhea","Shanxi",126,"2008.07",0.840569109810727,""
2008,7,"Gonorrhea","Sichuan",561,"2008.07",2.53763498702678,""
2008,7,"Gonorrhea","Tianjin",56,"2008.07",2.06318804943553,""
2008,7,"Gonorrhea","Xinjiang",242,"2008.07",1.90922355892496,""
2008,7,"Gonorrhea","Xizang",2,"2008.07",-0.760697240386171,""
2008,7,"Gonorrhea","Yunnan",230,"2008.07",-0.359518390489412,""
2008,7,"Gonorrhea","Zhejiang",2067,"2008.07",2.27224457240289,""
2008,8,"Gonorrhea","Anhui",0,"2008.08",-0.491568555849236,""
2008,8,"Gonorrhea","Beijing",157,"2008.08",1.04415331830569,""
2008,8,"Gonorrhea","Chongqing",304,"2008.08",1.80473531319766,""
2008,8,"Gonorrhea","Fujian",521,"2008.08",0.633273713024125,""
2008,8,"Gonorrhea","Gansu",84,"2008.08",0.20801103405432,""
2008,8,"Gonorrhea","Guangdong",1828,"2008.08",-0.0709566037950109,""
2008,8,"Gonorrhea","Guangxi",839,"2008.08",2.26574161441482,""
2008,8,"Gonorrhea","Guizhou",153,"2008.08",-0.225923282789925,""
2008,8,"Gonorrhea","Hainan",44,"2008.08",-1.22626915192355,""
2008,8,"Gonorrhea","Hebei",94,"2008.08",0.0436704298649847,""
2008,8,"Gonorrhea","Heilongjiang",179,"2008.08",1.7268401316512,""
2008,8,"Gonorrhea","Henan",0,"2008.08",-0.448513692933243,""
2008,8,"Gonorrhea","Hubei",349,"2008.08",1.68951785158244,""
2008,8,"Gonorrhea","Hunan",266,"2008.08",0.146765141978213,""
2008,8,"Gonorrhea","Jiangsu",1132,"2008.08",2.56914347279078,""
2008,8,"Gonorrhea","Jiangxi",296,"2008.08",0.187465511624338,""
2008,8,"Gonorrhea","Jilin",189,"2008.08",1.52651074015729,""
2008,8,"Gonorrhea","Liaoning",209,"2008.08",0.397222853474202,""
2008,8,"Gonorrhea","Neimenggu",140,"2008.08",-0.292432550832751,""
2008,8,"Gonorrhea","Ningxia",105,"2008.08",3.0466272829699,""
2008,8,"Gonorrhea","Qinghai",11,"2008.08",-0.713579382688943,""
2008,8,"Gonorrhea","Shaanxi",178,"2008.08",1.28471562683545,""
2008,8,"Gonorrhea","Shandong",263,"2008.08",-0.35187754830985,""
2008,8,"Gonorrhea","Shanghai",641,"2008.08",1.47766763634912,""
2008,8,"Gonorrhea","Shanxi",103,"2008.08",-0.109639449105747,""
2008,8,"Gonorrhea","Sichuan",544,"2008.08",2.36560980275181,""
2008,8,"Gonorrhea","Tianjin",37,"2008.08",0.17108118726755,""
2008,8,"Gonorrhea","Xinjiang",220,"2008.08",1.49393432636451,""
2008,8,"Gonorrhea","Xizang",6,"2008.08",0.025188650343913,""
2008,8,"Gonorrhea","Yunnan",201,"2008.08",-0.524390280866918,""
2008,8,"Gonorrhea","Zhejiang",1946,"2008.08",1.85775610430753,""
2008,9,"Gonorrhea","Anhui",0,"2008.09",-0.491568555849236,""
2008,9,"Gonorrhea","Beijing",160,"2008.09",1.12802969196979,""
2008,9,"Gonorrhea","Chongqing",304,"2008.09",1.80473531319766,""
2008,9,"Gonorrhea","Fujian",463,"2008.09",-0.051297440553209,""
2008,9,"Gonorrhea","Gansu",68,"2008.09",-0.467271163455356,""
2008,9,"Gonorrhea","Guangdong",1758,"2008.09",-0.207271177123334,""
2008,9,"Gonorrhea","Guangxi",800,"2008.09",1.99127578170337,""
2008,9,"Gonorrhea","Guizhou",135,"2008.09",-0.472289332527442,""
2008,9,"Gonorrhea","Hainan",43,"2008.09",-1.24224793472509,""
2008,9,"Gonorrhea","Hebei",61,"2008.09",-1.20530386427357,""
2008,9,"Gonorrhea","Heilongjiang",166,"2008.09",1.35878634426406,""
2008,9,"Gonorrhea","Henan",0,"2008.09",-0.448513692933243,""
2008,9,"Gonorrhea","Hubei",314,"2008.09",1.19938621831959,""
2008,9,"Gonorrhea","Hunan",260,"2008.09",0.0683563674967017,""
2008,9,"Gonorrhea","Jiangsu",1012,"2008.09",1.96596351036046,""
2008,9,"Gonorrhea","Jiangxi",292,"2008.09",0.122150894508991,""
2008,9,"Gonorrhea","Jilin",190,"2008.09",1.5486835218579,""
2008,9,"Gonorrhea","Liaoning",190,"2008.09",-0.0031064691023141,""
2008,9,"Gonorrhea","Neimenggu",97,"2008.09",-1.41465082942892,""
2008,9,"Gonorrhea","Ningxia",90,"2008.09",2.36623905600392,""
2008,9,"Gonorrhea","Qinghai",32,"2008.09",2.50194476818998,""
2008,9,"Gonorrhea","Shaanxi",145,"2008.09",0.292112287956731,""
2008,9,"Gonorrhea","Shandong",197,"2008.09",-1.29163871561568,""
2008,9,"Gonorrhea","Shanghai",565,"2008.09",1.01857665439144,""
2008,9,"Gonorrhea","Shanxi",108,"2008.09",0.0969276289195732,""
2008,9,"Gonorrhea","Sichuan",473,"2008.09",1.64715168019166,""
2008,9,"Gonorrhea","Tianjin",50,"2008.09",1.46568061927722,""
2008,9,"Gonorrhea","Xinjiang",198,"2008.09",1.07864509380407,""
2008,9,"Gonorrhea","Xizang",2,"2008.09",-0.760697240386171,""
2008,9,"Gonorrhea","Yunnan",173,"2008.09",-0.6835769336452,""
2008,9,"Gonorrhea","Zhejiang",1735,"2008.09",1.13497042853794,""
2008,10,"Gonorrhea","Anhui",0,"2008.10",-0.491568555849236,""
2008,10,"Gonorrhea","Beijing",163,"2008.10",1.2119060656339,""
2008,10,"Gonorrhea","Chongqing",319,"2008.10",2.07848901727854,""
2008,10,"Gonorrhea","Fujian",479,"2008.10",0.137549774226745,""
2008,10,"Gonorrhea","Gansu",76,"2008.10",-0.129630064700518,""
2008,10,"Gonorrhea","Guangdong",1805,"2008.10",-0.115745677888603,""
2008,10,"Gonorrhea","Guangxi",886,"2008.10",2.59650813075939,""
2008,10,"Gonorrhea","Guizhou",130,"2008.10",-0.54072434634342,""
2008,10,"Gonorrhea","Hainan",61,"2008.10",-0.954629844297317,""
2008,10,"Gonorrhea","Hebei",68,"2008.10",-0.940369923092666,""
2008,10,"Gonorrhea","Heilongjiang",149,"2008.10",0.877485237680877,""
2008,10,"Gonorrhea","Henan",0,"2008.10",-0.448513692933243,""
2008,10,"Gonorrhea","Hubei",303,"2008.10",1.04534484786555,""
2008,10,"Gonorrhea","Hunan",269,"2008.10",0.185969529218968,""
2008,10,"Gonorrhea","Jiangsu",1124,"2008.10",2.52893147529543,""
2008,10,"Gonorrhea","Jiangxi",272,"2008.10",-0.204422191067746,""
2008,10,"Gonorrhea","Jilin",193,"2008.10",1.61520186695972,""
2008,10,"Gonorrhea","Liaoning",229,"2008.10",0.818622140396851,""
2008,10,"Gonorrhea","Neimenggu",112,"2008.10",-1.02317933689537,""
2008,10,"Gonorrhea","Ningxia",81,"2008.10",1.95800611982433,""
2008,10,"Gonorrhea","Qinghai",25,"2008.10",1.43010338456367,""
2008,10,"Gonorrhea","Shaanxi",162,"2008.10",0.803453401924554,""
2008,10,"Gonorrhea","Shandong",233,"2008.10",-0.779041715267045,""
2008,10,"Gonorrhea","Shanghai",587,"2008.10",1.15147141232656,""
2008,10,"Gonorrhea","Shanxi",106,"2008.10",0.014300797709445,""
2008,10,"Gonorrhea","Sichuan",498,"2008.10",1.90012989236073,""
2008,10,"Gonorrhea","Tianjin",54,"2008.10",1.86401890604943,""
2008,10,"Gonorrhea","Xinjiang",218,"2008.10",1.45618075976811,""
2008,10,"Gonorrhea","Xizang",2,"2008.10",-0.760697240386171,""
2008,10,"Gonorrhea","Yunnan",166,"2008.10",-0.723373596839771,""
2008,10,"Gonorrhea","Zhejiang",1848,"2008.10",1.52205470039559,""
2008,11,"Gonorrhea","Anhui",0,"2008.11",-0.491568555849236,""
2008,11,"Gonorrhea","Beijing",159,"2008.11",1.10007090074843,""
2008,11,"Gonorrhea","Chongqing",278,"2008.11",1.33022889279079,""
2008,11,"Gonorrhea","Fujian",442,"2008.11",-0.299159409951899,""
2008,11,"Gonorrhea","Gansu",85,"2008.11",0.250216171398674,""
2008,11,"Gonorrhea","Guangdong",1615,"2008.11",-0.485742376922622,""
2008,11,"Gonorrhea","Guangxi",715,"2008.11",1.3930810181015,""
2008,11,"Gonorrhea","Guizhou",108,"2008.11",-0.841838407133719,""
2008,11,"Gonorrhea","Hainan",56,"2008.11",-1.03452375830503,""
2008,11,"Gonorrhea","Hebei",56,"2008.11",-1.3945423936885,""
2008,11,"Gonorrhea","Heilongjiang",148,"2008.11",0.849173407881867,""
2008,11,"Gonorrhea","Henan",0,"2008.11",-0.448513692933243,""
2008,11,"Gonorrhea","Hubei",314,"2008.11",1.19938621831959,""
2008,11,"Gonorrhea","Hunan",240,"2008.11",-0.193006214108334,""
2008,11,"Gonorrhea","Jiangsu",1139,"2008.11",2.60432897059922,""
2008,11,"Gonorrhea","Jiangxi",235,"2008.11",-0.80858239938471,""
2008,11,"Gonorrhea","Jilin",190,"2008.11",1.5486835218579,""
2008,11,"Gonorrhea","Liaoning",217,"2008.11",0.565782568243261,""
2008,11,"Gonorrhea","Neimenggu",106,"2008.11",-1.17976793390879,""
2008,11,"Gonorrhea","Ningxia",81,"2008.11",1.95800611982433,""
2008,11,"Gonorrhea","Qinghai",23,"2008.11",1.12386298924187,""
2008,11,"Gonorrhea","Shaanxi",141,"2008.11",0.171796731729008,""
2008,11,"Gonorrhea","Shandong",227,"2008.11",-0.864474548658484,""
2008,11,"Gonorrhea","Shanghai",571,"2008.11",1.05482067928283,""
2008,11,"Gonorrhea","Shanxi",102,"2008.11",-0.150952864710811,""
2008,11,"Gonorrhea","Sichuan",492,"2008.11",1.83941512144015,""
2008,11,"Gonorrhea","Tianjin",42,"2008.11",0.669004045732808,""
2008,11,"Gonorrhea","Xinjiang",196,"2008.11",1.04089152720766,""
2008,11,"Gonorrhea","Xizang",2,"2008.11",-0.760697240386171,""
2008,11,"Gonorrhea","Yunnan",173,"2008.11",-0.6835769336452,""
2008,11,"Gonorrhea","Zhejiang",1645,"2008.11",0.826673220863712,""
2008,12,"Gonorrhea","Anhui",0,"2008.12",-0.491568555849236,""
2008,12,"Gonorrhea","Beijing",148,"2008.12",0.792524197313382,""
2008,12,"Gonorrhea","Chongqing",242,"2008.12",0.673220002996673,""
2008,12,"Gonorrhea","Fujian",429,"2008.12",-0.452597771960612,""
2008,12,"Gonorrhea","Gansu",69,"2008.12",-0.425066026111001,""
2008,12,"Gonorrhea","Guangdong",1535,"2008.12",-0.64153046072642,""
2008,12,"Gonorrhea","Guangxi",710,"2008.12",1.3578930908308,""
2008,12,"Gonorrhea","Guizhou",104,"2008.12",-0.896586418186501,""
2008,12,"Gonorrhea","Hainan",45,"2008.12",-1.21029036912201,""
2008,12,"Gonorrhea","Hebei",65,"2008.12",-1.05391304074163,""
2008,12,"Gonorrhea","Heilongjiang",129,"2008.12",0.311248641700663,""
2008,12,"Gonorrhea","Henan",0,"2008.12",-0.448513692933243,""
2008,12,"Gonorrhea","Hubei",229,"2008.12",0.00906653753837856,""
2008,12,"Gonorrhea","Hunan",199,"2008.12",-0.728799506398658,""
2008,12,"Gonorrhea","Jiangsu",977,"2008.12",1.79003602131829,""
2008,12,"Gonorrhea","Jiangxi",206,"2008.12",-1.28211337347098,""
2008,12,"Gonorrhea","Jilin",145,"2008.12",0.550908345330507,""
2008,12,"Gonorrhea","Liaoning",180,"2008.12",-0.213806112563638,""
2008,12,"Gonorrhea","Neimenggu",126,"2008.12",-0.65780594386406,""
2008,12,"Gonorrhea","Ningxia",69,"2008.12",1.41369553825154,""
2008,12,"Gonorrhea","Qinghai",18,"2008.12",0.358262000937364,""
2008,12,"Gonorrhea","Shaanxi",119,"2008.12",-0.489938827523469,""
