"date","year","month","disease_en","value","province","value_norm","Date","out_label"
2008-02-01,2008,2,"HFRS",0,"Guangxi",-0.837267382861906,"2008.02",""
2008-02-01,2008,2,"HFRS",3,"Guizhou",-0.750539562970046,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Hainan",-0.359998141949869,"2008.02",""
2008-02-01,2008,2,"HFRS",25,"Hebei",-0.548633266674535,"2008.02",""
2008-02-01,2008,2,"HFRS",124,"Heilongjiang",0.00323549189120445,"2008.02",""
2008-02-01,2008,2,"HFRS",7,"Henan",-0.516981589007745,"2008.02",""
2008-02-01,2008,2,"HFRS",6,"Hubei",-0.827993592060184,"2008.02",""
2008-02-01,2008,2,"HFRS",31,"Hunan",-0.787308970104182,"2008.02",""
2008-02-01,2008,2,"HFRS",5,"Inner Mongolia",-0.604355836353088,"2008.02",""
2008-02-01,2008,2,"HFRS",7,"Jiangsu",-0.72727178757253,"2008.02",""
2008-02-01,2008,2,"HFRS",15,"Jiangxi",-1.05052372332197,"2008.02",""
2008-02-01,2008,2,"HFRS",54,"Jilin",-0.014971910077635,"2008.02",""
2008-02-01,2008,2,"HFRS",62,"Liaoning",-0.450846720088765,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Ningxia",-0.308466930528071,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Qinghai",-0.203638618950629,"2008.02",""
2008-02-01,2008,2,"HFRS",11,"Shaanxi",-0.699657293131511,"2008.02",""
2008-02-01,2008,2,"HFRS",38,"Shandong",-0.694520250728069,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Shanghai",-0.401208277986406,"2008.02",""
2008-02-01,2008,2,"HFRS",3,"Shanxi",0.501157275984696,"2008.02",""
2008-02-01,2008,2,"HFRS",8,"Sichuan",-0.282846906949423,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Tianjin",-0.950213375832679,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Tibet",-0.189553558693073,"2008.02",""
2008-02-01,2008,2,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.02",""
2008-02-01,2008,2,"HFRS",1,"Yunnan",-1.01747302906841,"2008.02",""
2008-02-01,2008,2,"HFRS",24,"Zhejiang",-0.517370376361037,"2008.02",""
2008-03-01,2008,3,"HFRS",6,"Anhui",-0.73221132283267,"2008.03",""
2008-03-01,2008,3,"HFRS",1,"Beijing",-0.0891027968024798,"2008.03",""
2008-03-01,2008,3,"HFRS",1,"Chongqing",0.0214099754919482,"2008.03",""
2008-03-01,2008,3,"HFRS",16,"Fujian",-0.94082530855348,"2008.03",""
2008-03-01,2008,3,"HFRS",2,"Gansu",-0.20827597385352,"2008.03",""
2008-03-01,2008,3,"HFRS",26,"Guangdong",0.0451714059434646,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Guangxi",-0.837267382861906,"2008.03",""
2008-03-01,2008,3,"HFRS",6,"Guizhou",0.0477616085526394,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Hainan",-0.359998141949869,"2008.03",""
2008-03-01,2008,3,"HFRS",27,"Hebei",-0.49361122257217,"2008.03",""
2008-03-01,2008,3,"HFRS",128,"Heilongjiang",0.0524781001866092,"2008.03",""
2008-03-01,2008,3,"HFRS",7,"Henan",-0.516981589007745,"2008.03",""
2008-03-01,2008,3,"HFRS",7,"Hubei",-0.792988984916177,"2008.03",""
2008-03-01,2008,3,"HFRS",23,"Hunan",-1.08614157189555,"2008.03",""
2008-03-01,2008,3,"HFRS",11,"Inner Mongolia",0.158012172847034,"2008.03",""
2008-03-01,2008,3,"HFRS",9,"Jiangsu",-0.626994456718724,"2008.03",""
2008-03-01,2008,3,"HFRS",11,"Jiangxi",-1.18452347870891,"2008.03",""
2008-03-01,2008,3,"HFRS",61,"Jilin",0.271858367199164,"2008.03",""
2008-03-01,2008,3,"HFRS",92,"Liaoning",0.357877944539606,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Ningxia",-0.308466930528071,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Qinghai",-0.203638618950629,"2008.03",""
2008-03-01,2008,3,"HFRS",13,"Shaanxi",-0.689498929528875,"2008.03",""
2008-03-01,2008,3,"HFRS",32,"Shandong",-0.769252777707185,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Shanghai",-0.401208277986406,"2008.03",""
2008-03-01,2008,3,"HFRS",2,"Shanxi",-0.0131883493680183,"2008.03",""
2008-03-01,2008,3,"HFRS",14,"Sichuan",0.411907116090523,"2008.03",""
2008-03-01,2008,3,"HFRS",4,"Tianjin",0.981164951592701,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Tibet",-0.189553558693073,"2008.03",""
2008-03-01,2008,3,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.03",""
2008-03-01,2008,3,"HFRS",3,"Yunnan",-0.835760616321221,"2008.03",""
2008-03-01,2008,3,"HFRS",37,"Zhejiang",0.238289509743158,"2008.03",""
2008-04-01,2008,4,"HFRS",6,"Anhui",-0.73221132283267,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Beijing",-0.861327035757304,"2008.04",""
2008-04-01,2008,4,"HFRS",3,"Chongqing",1.93760278202131,"2008.04",""
2008-04-01,2008,4,"HFRS",15,"Fujian",-1.02028862643889,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Gansu",-0.350224710597501,"2008.04",""
2008-04-01,2008,4,"HFRS",28,"Guangdong",0.183937965001788,"2008.04",""
2008-04-01,2008,4,"HFRS",1,"Guangxi",0.152230433247619,"2008.04",""
2008-04-01,2008,4,"HFRS",6,"Guizhou",0.0477616085526394,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Hainan",-0.359998141949869,"2008.04",""
2008-04-01,2008,4,"HFRS",36,"Hebei",-0.246012024111532,"2008.04",""
2008-04-01,2008,4,"HFRS",124,"Heilongjiang",0.00323549189120445,"2008.04",""
2008-04-01,2008,4,"HFRS",10,"Henan",-0.379071695850651,"2008.04",""
2008-04-01,2008,4,"HFRS",9,"Hubei",-0.722979770628161,"2008.04",""
2008-04-01,2008,4,"HFRS",37,"Hunan",-0.563184518760655,"2008.04",""
2008-04-01,2008,4,"HFRS",7,"Inner Mongolia",-0.350233166619714,"2008.04",""
2008-04-01,2008,4,"HFRS",12,"Jiangsu",-0.476578460438014,"2008.04",""
2008-04-01,2008,4,"HFRS",12,"Jiangxi",-1.15102353986217,"2008.04",""
2008-04-01,2008,4,"HFRS",72,"Jilin",0.722591660062704,"2008.04",""
2008-04-01,2008,4,"HFRS",99,"Liaoning",0.546580366286226,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Ningxia",-0.308466930528071,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Qinghai",-0.203638618950629,"2008.04",""
2008-04-01,2008,4,"HFRS",24,"Shaanxi",-0.633627929714381,"2008.04",""
2008-04-01,2008,4,"HFRS",40,"Shandong",-0.669609408401697,"2008.04",""
2008-04-01,2008,4,"HFRS",1,"Shanghai",1.6259493371028,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Shanxi",-1.04187960007345,"2008.04",""
2008-04-01,2008,4,"HFRS",8,"Sichuan",-0.282846906949423,"2008.04",""
2008-04-01,2008,4,"HFRS",2,"Tianjin",0.0154757878800111,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Tibet",-0.189553558693073,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.04",""
2008-04-01,2008,4,"HFRS",0,"Yunnan",-1.10832923544201,"2008.04",""
2008-04-01,2008,4,"HFRS",31,"Zhejiang",-0.110476591535701,"2008.04",""
2008-05-01,2008,5,"HFRS",9,"Anhui",-0.472510755128472,"2008.05",""
2008-05-01,2008,5,"HFRS",4,"Beijing",2.22756992006199,"2008.05",""
2008-05-01,2008,5,"HFRS",3,"Chongqing",1.93760278202131,"2008.05",""
2008-05-01,2008,5,"HFRS",7,"Fujian",-1.65599516952212,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Gansu",-0.350224710597501,"2008.05",""
2008-05-01,2008,5,"HFRS",22,"Guangdong",-0.232361712173181,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Guangxi",-0.837267382861906,"2008.05",""
2008-05-01,2008,5,"HFRS",4,"Guizhou",-0.484439172462484,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Hainan",-0.359998141949869,"2008.05",""
2008-05-01,2008,5,"HFRS",26,"Hebei",-0.521122244623353,"2008.05",""
2008-05-01,2008,5,"HFRS",170,"Heilongjiang",0.569525487288359,"2008.05",""
2008-05-01,2008,5,"HFRS",7,"Henan",-0.516981589007745,"2008.05",""
2008-05-01,2008,5,"HFRS",25,"Hubei",-0.162906056324036,"2008.05",""
2008-05-01,2008,5,"HFRS",47,"Hunan",-0.189643766521445,"2008.05",""
2008-05-01,2008,5,"HFRS",8,"Inner Mongolia",-0.223171831753027,"2008.05",""
2008-05-01,2008,5,"HFRS",9,"Jiangsu",-0.626994456718724,"2008.05",""
2008-05-01,2008,5,"HFRS",29,"Jiangxi",-0.581524579467679,"2008.05",""
2008-05-01,2008,5,"HFRS",107,"Jilin",2.1567430464467,"2008.05",""
2008-05-01,2008,5,"HFRS",93,"Liaoning",0.384835433360552,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Ningxia",-0.308466930528071,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Qinghai",-0.203638618950629,"2008.05",""
2008-05-01,2008,5,"HFRS",64,"Shaanxi",-0.430460657661674,"2008.05",""
2008-05-01,2008,5,"HFRS",70,"Shandong",-0.295946773506119,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Shanghai",-0.401208277986406,"2008.05",""
2008-05-01,2008,5,"HFRS",3,"Shanxi",0.501157275984696,"2008.05",""
2008-05-01,2008,5,"HFRS",3,"Sichuan",-0.861808592816044,"2008.05",""
2008-05-01,2008,5,"HFRS",2,"Tianjin",0.0154757878800111,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Tibet",-0.189553558693073,"2008.05",""
2008-05-01,2008,5,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.05",""
2008-05-01,2008,5,"HFRS",3,"Yunnan",-0.835760616321221,"2008.05",""
2008-05-01,2008,5,"HFRS",53,"Zhejiang",1.16833244648678,"2008.05",""
2008-06-01,2008,6,"HFRS",7,"Anhui",-0.645644466931271,"2008.06",""
2008-06-01,2008,6,"HFRS",3,"Beijing",1.45534568110717,"2008.06",""
2008-06-01,2008,6,"HFRS",1,"Chongqing",0.0214099754919482,"2008.06",""
2008-06-01,2008,6,"HFRS",19,"Fujian",-0.702435354897265,"2008.06",""
2008-06-01,2008,6,"HFRS",1,"Gansu",-0.27925034222551,"2008.06",""
2008-06-01,2008,6,"HFRS",14,"Guangdong",-0.787427948406473,"2008.06",""
2008-06-01,2008,6,"HFRS",0,"Guangxi",-0.837267382861906,"2008.06",""
2008-06-01,2008,6,"HFRS",6,"Guizhou",0.0477616085526394,"2008.06",""
2008-06-01,2008,6,"HFRS",0,"Hainan",-0.359998141949869,"2008.06",""
2008-06-01,2008,6,"HFRS",14,"Hebei",-0.851254509237537,"2008.06",""
2008-06-01,2008,6,"HFRS",249,"Heilongjiang",1.5420670011226,"2008.06",""
2008-06-01,2008,6,"HFRS",8,"Henan",-0.471011624622047,"2008.06",""
2008-06-01,2008,6,"HFRS",12,"Hubei",-0.617965949196138,"2008.06",""
2008-06-01,2008,6,"HFRS",41,"Hunan",-0.413768217864971,"2008.06",""
2008-06-01,2008,6,"HFRS",6,"Inner Mongolia",-0.477294501486401,"2008.06",""
2008-06-01,2008,6,"HFRS",26,"Jiangsu",0.225362855538633,"2008.06",""
2008-06-01,2008,6,"HFRS",40,"Jiangxi",-0.213025252153596,"2008.06",""
2008-06-01,2008,6,"HFRS",98,"Jilin",1.78796126137653,"2008.06",""
2008-06-01,2008,6,"HFRS",48,"Liaoning",-0.828251563582006,"2008.06",""
2008-06-01,2008,6,"HFRS",0,"Ningxia",-0.308466930528071,"2008.06",""
2008-06-01,2008,6,"HFRS",0,"Qinghai",-0.203638618950629,"2008.06",""
2008-06-01,2008,6,"HFRS",176,"Shaanxi",0.138407704085907,"2008.06",""
2008-06-01,2008,6,"HFRS",71,"Shandong",-0.283491352342933,"2008.06",""
2008-06-01,2008,6,"HFRS",1,"Shanghai",1.6259493371028,"2008.06",""
2008-06-01,2008,6,"HFRS",3,"Shanxi",0.501157275984696,"2008.06",""
2008-06-01,2008,6,"HFRS",4,"Sichuan",-0.74601625564272,"2008.06",""
2008-06-01,2008,6,"HFRS",2,"Tianjin",0.0154757878800111,"2008.06",""
2008-06-01,2008,6,"HFRS",0,"Tibet",-0.189553558693073,"2008.06",""
2008-06-01,2008,6,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.06",""
2008-06-01,2008,6,"HFRS",3,"Yunnan",-0.835760616321221,"2008.06",""
2008-06-01,2008,6,"HFRS",72,"Zhejiang",2.27275843386984,"2008.06",""
2008-07-01,2008,7,"HFRS",6,"Anhui",-0.73221132283267,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Beijing",-0.861327035757304,"2008.07",""
2008-07-01,2008,7,"HFRS",1,"Chongqing",0.0214099754919482,"2008.07",""
2008-07-01,2008,7,"HFRS",4,"Fujian",-1.89438512317834,"2008.07",""
2008-07-01,2008,7,"HFRS",2,"Gansu",-0.20827597385352,"2008.07",""
2008-07-01,2008,7,"HFRS",8,"Guangdong",-1.20372762558144,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Guangxi",-0.837267382861906,"2008.07",""
2008-07-01,2008,7,"HFRS",4,"Guizhou",-0.484439172462484,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Hainan",-0.359998141949869,"2008.07",""
2008-07-01,2008,7,"HFRS",10,"Hebei",-0.961298597442266,"2008.07",""
2008-07-01,2008,7,"HFRS",118,"Heilongjiang",-0.0706284205519026,"2008.07",""
2008-07-01,2008,7,"HFRS",7,"Henan",-0.516981589007745,"2008.07",""
2008-07-01,2008,7,"HFRS",13,"Hubei",-0.58296134205213,"2008.07",""
2008-07-01,2008,7,"HFRS",29,"Hunan",-0.862017120552024,"2008.07",""
2008-07-01,2008,7,"HFRS",3,"Inner Mongolia",-0.858478506086462,"2008.07",""
2008-07-01,2008,7,"HFRS",19,"Jiangsu",-0.12560780244969,"2008.07",""
2008-07-01,2008,7,"HFRS",19,"Jiangxi",-0.916523967935028,"2008.07",""
2008-07-01,2008,7,"HFRS",51,"Jilin",-0.137899171767691,"2008.07",""
2008-07-01,2008,7,"HFRS",31,"Liaoning",-1.28652887353808,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Ningxia",-0.308466930528071,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Qinghai",-0.203638618950629,"2008.07",""
2008-07-01,2008,7,"HFRS",94,"Shaanxi",-0.278085203622143,"2008.07",""
2008-07-01,2008,7,"HFRS",64,"Shandong",-0.370679300485234,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Shanghai",-0.401208277986406,"2008.07",""
2008-07-01,2008,7,"HFRS",3,"Shanxi",0.501157275984696,"2008.07",""
2008-07-01,2008,7,"HFRS",9,"Sichuan",-0.167054569776098,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Tianjin",-0.950213375832679,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Tibet",-0.189553558693073,"2008.07",""
2008-07-01,2008,7,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.07",""
2008-07-01,2008,7,"HFRS",1,"Yunnan",-1.01747302906841,"2008.07",""
2008-07-01,2008,7,"HFRS",40,"Zhejiang",0.412672560382588,"2008.07",""
2008-08-01,2008,8,"HFRS",5,"Anhui",-0.818778178734069,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Beijing",-0.861327035757304,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Chongqing",-0.936686427772733,"2008.08",""
2008-08-01,2008,8,"HFRS",8,"Fujian",-1.57653185163672,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Gansu",-0.350224710597501,"2008.08",""
2008-08-01,2008,8,"HFRS",9,"Guangdong",-1.13434434605228,"2008.08",""
2008-08-01,2008,8,"HFRS",1,"Guangxi",0.152230433247619,"2008.08",""
2008-08-01,2008,8,"HFRS",9,"Guizhou",0.846062780075325,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Hainan",-0.359998141949869,"2008.08",""
2008-08-01,2008,8,"HFRS",13,"Hebei",-0.878765531288719,"2008.08",""
2008-08-01,2008,8,"HFRS",83,"Heilongjiang",-0.501501243136694,"2008.08",""
2008-08-01,2008,8,"HFRS",5,"Henan",-0.608921517779141,"2008.08",""
2008-08-01,2008,8,"HFRS",5,"Hubei",-0.862998199204192,"2008.08",""
2008-08-01,2008,8,"HFRS",19,"Hunan",-1.23555787279123,"2008.08",""
2008-08-01,2008,8,"HFRS",2,"Inner Mongolia",-0.985539840953149,"2008.08",""
2008-08-01,2008,8,"HFRS",6,"Jiangsu",-0.777410452999434,"2008.08",""
2008-08-01,2008,8,"HFRS",21,"Jiangxi",-0.849524090241558,"2008.08",""
2008-08-01,2008,8,"HFRS",34,"Jilin",-0.834486988011345,"2008.08",""
2008-08-01,2008,8,"HFRS",23,"Liaoning",-1.50218878410565,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Ningxia",-0.308466930528071,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Qinghai",-0.203638618950629,"2008.08",""
2008-08-01,2008,8,"HFRS",41,"Shaanxi",-0.54728183909198,"2008.08",""
2008-08-01,2008,8,"HFRS",53,"Shandong",-0.50768893328028,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Shanghai",-0.401208277986406,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Shanxi",-1.04187960007345,"2008.08",""
2008-08-01,2008,8,"HFRS",6,"Sichuan",-0.514431581296071,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Tianjin",-0.950213375832679,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Tibet",-0.189553558693073,"2008.08",""
2008-08-01,2008,8,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.08",""
2008-08-01,2008,8,"HFRS",1,"Yunnan",-1.01747302906841,"2008.08",""
2008-08-01,2008,8,"HFRS",21,"Zhejiang",-0.691753427000466,"2008.08",""
2008-09-01,2008,9,"HFRS",4,"Anhui",-0.905345034635469,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Beijing",-0.861327035757304,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Chongqing",-0.936686427772733,"2008.09",""
2008-09-01,2008,9,"HFRS",3,"Fujian",-1.97384844106374,"2008.09",""
2008-09-01,2008,9,"HFRS",1,"Gansu",-0.27925034222551,"2008.09",""
2008-09-01,2008,9,"HFRS",11,"Guangdong",-0.995577786993958,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Guangxi",-0.837267382861906,"2008.09",""
2008-09-01,2008,9,"HFRS",3,"Guizhou",-0.750539562970046,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Hainan",-0.359998141949869,"2008.09",""
2008-09-01,2008,9,"HFRS",5,"Hebei",-1.09885370769818,"2008.09",""
2008-09-01,2008,9,"HFRS",76,"Heilongjiang",-0.587675807653652,"2008.09",""
2008-09-01,2008,9,"HFRS",5,"Henan",-0.608921517779141,"2008.09",""
2008-09-01,2008,9,"HFRS",5,"Hubei",-0.862998199204192,"2008.09",""
2008-09-01,2008,9,"HFRS",26,"Hunan",-0.974079346223787,"2008.09",""
2008-09-01,2008,9,"HFRS",2,"Inner Mongolia",-0.985539840953149,"2008.09",""
2008-09-01,2008,9,"HFRS",8,"Jiangsu",-0.677133122145627,"2008.09",""
2008-09-01,2008,9,"HFRS",13,"Jiangxi",-1.11752360101544,"2008.09",""
2008-09-01,2008,9,"HFRS",46,"Jilin",-0.342777941251119,"2008.09",""
2008-09-01,2008,9,"HFRS",20,"Liaoning",-1.58306125056849,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Ningxia",-0.308466930528071,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Qinghai",-0.203638618950629,"2008.09",""
2008-09-01,2008,9,"HFRS",45,"Shaanxi",-0.52696511188671,"2008.09",""
2008-09-01,2008,9,"HFRS",58,"Shandong",-0.44541182746435,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Shanghai",-0.401208277986406,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Shanxi",-1.04187960007345,"2008.09",""
2008-09-01,2008,9,"HFRS",9,"Sichuan",-0.167054569776098,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Tianjin",-0.950213375832679,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Tibet",-0.189553558693073,"2008.09",""
2008-09-01,2008,9,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.09",""
2008-09-01,2008,9,"HFRS",2,"Yunnan",-0.926616822694817,"2008.09",""
2008-09-01,2008,9,"HFRS",28,"Zhejiang",-0.28485964217513,"2008.09",""
2008-10-01,2008,10,"HFRS",11,"Anhui",-0.299377043325673,"2008.10",""
2008-10-01,2008,10,"HFRS",2,"Beijing",0.683121442152345,"2008.10",""
2008-10-01,2008,10,"HFRS",2,"Chongqing",0.979506378756629,"2008.10",""
2008-10-01,2008,10,"HFRS",16,"Fujian",-0.94082530855348,"2008.10",""
2008-10-01,2008,10,"HFRS",3,"Gansu",-0.137301605481529,"2008.10",""
2008-10-01,2008,10,"HFRS",12,"Guangdong",-0.926194507464796,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Guangxi",-0.837267382861906,"2008.10",""
2008-10-01,2008,10,"HFRS",13,"Guizhou",1.91046434210557,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Hainan",-0.359998141949869,"2008.10",""
2008-10-01,2008,10,"HFRS",4,"Hebei",-1.12636472974936,"2008.10",""
2008-10-01,2008,10,"HFRS",175,"Heilongjiang",0.631078747657615,"2008.10",""
2008-10-01,2008,10,"HFRS",14,"Henan",-0.195191838307859,"2008.10",""
2008-10-01,2008,10,"HFRS",12,"Hubei",-0.617965949196138,"2008.10",""
2008-10-01,2008,10,"HFRS",42,"Hunan",-0.37641414264105,"2008.10",""
2008-10-01,2008,10,"HFRS",12,"Inner Mongolia",0.285073507713721,"2008.10",""
2008-10-01,2008,10,"HFRS",20,"Jiangsu",-0.0754691370227868,"2008.10",""
2008-10-01,2008,10,"HFRS",32,"Jiangxi",-0.481024762927475,"2008.10",""
2008-10-01,2008,10,"HFRS",77,"Jilin",0.927470429546131,"2008.10",""
2008-10-01,2008,10,"HFRS",58,"Liaoning",-0.558676675372548,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Ningxia",-0.308466930528071,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Qinghai",-0.203638618950629,"2008.10",""
2008-10-01,2008,10,"HFRS",157,"Shaanxi",0.0419032498608709,"2008.10",""
2008-10-01,2008,10,"HFRS",231,"Shandong",1.70937603376682,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Shanghai",-0.401208277986406,"2008.10",""
2008-10-01,2008,10,"HFRS",4,"Shanxi",1.01550290133741,"2008.10",""
2008-10-01,2008,10,"HFRS",10,"Sichuan",-0.0512622326027739,"2008.10",""
2008-10-01,2008,10,"HFRS",2,"Tianjin",0.0154757878800111,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Tibet",-0.189553558693073,"2008.10",""
2008-10-01,2008,10,"HFRS",0,"Xinjiang",-0.27714374236447,"2008.10",""
2008-10-01,2008,10,"HFRS",2,"Yunnan",-0.926616822694817,"2008.10",""
2008-10-01,2008,10,"HFRS",53,"Zhejiang",1.16833244648678,"2008.10",""
2008-11-01,2008,11,"HFRS",14,"Anhui",-0.0396764756214748,"2008.11",""
2008-11-01,2008,11,"HFRS",3,"Beijing",1.45534568110717,"2008.11",""
2008-11-01,2008,11,"HFRS",4,"Chongqing",2.89569918528599,"2008.11",""
2008-11-01,2008,11,"HFRS",13,"Fujian",-1.17921526220969,"2008.11",""
2008-11-01,2008,11,"HFRS",7,"Gansu",0.146595868006433,"2008.11",""
2008-11-01,2008,11,"HFRS",15,"Guangdong",-0.718044668877312,"2008.11",""
2008-11-01,2008,11,"HFRS",2,"Guangxi",1.14172824935714,"2008.11",""
2008-11-01,2008,11,"HFRS",8,"Guizhou",0.579962389567763,"2008.11",""
