"date","year","month","disease_en","value","province","value_norm","out_label"
"2008.01",2008,1,"Echinococcosis",0,"Anhui",-0.435712907673718,""
"2008.01",2008,1,"Echinococcosis",0,"Beijing",-0.388490700458513,""
"2008.01",2008,1,"Echinococcosis",0,"Chongqing",-0.350705182829201,""
"2008.01",2008,1,"Echinococcosis",0,"Fujian",-0.287748406249531,""
"2008.01",2008,1,"Echinococcosis",17,"Gansu",-0.800956692528743,""
"2008.01",2008,1,"Echinococcosis",0,"Guangdong",-0.245334513224714,""
"2008.01",2008,1,"Echinococcosis",0,"Guangxi",-0.231748902279069,""
"2008.01",2008,1,"Echinococcosis",0,"Guizhou",-0.315706263000959,""
"2008.01",2008,1,"Echinococcosis",0,"Hainan",-0.113594730968311,""
"2008.01",2008,1,"Echinococcosis",0,"Hebei",-0.411655617804052,""
"2008.01",2008,1,"Echinococcosis",0,"Heilongjiang",-0.445499853226283,""
"2008.01",2008,1,"Echinococcosis",0,"Henan",-0.848800667639878,""
"2008.01",2008,1,"Echinococcosis",0,"Hubei",-0.371210341617963,""
"2008.01",2008,1,"Echinococcosis",0,"Hunan",-0.371210341617963,""
"2008.01",2008,1,"Echinococcosis",12,"Inner Mongolia",1.52011539131626,""
"2008.01",2008,1,"Echinococcosis",1,"Jiangsu",1.18176673921183,""
"2008.01",2008,1,"Echinococcosis",0,"Jiangxi",-0.139578479125877,""
"2008.01",2008,1,"Echinococcosis",0,"Jilin",-0.199357943768463,""
"2008.01",2008,1,"Echinococcosis",0,"Liaoning",-0.300543408389438,""
"2008.01",2008,1,"Echinococcosis",38,"Ningxia",1.34623653936364,""
"2008.01",2008,1,"Echinococcosis",19,"Qinghai",-1.01923115845751,""
"2008.01",2008,1,"Echinococcosis",2,"Shaanxi",0.812504144757619,""
"2008.01",2008,1,"Echinococcosis",0,"Shandong",-0.537020909675304,""
"2008.01",2008,1,"Echinococcosis",0,"Shanghai",-0.233792392485048,""
"2008.01",2008,1,"Echinococcosis",0,"Shanxi",-0.47327416927861,""
"2008.01",2008,1,"Echinococcosis",68,"Sichuan",0.391727282612947,""
"2008.01",2008,1,"Echinococcosis",0,"Tianjin",-0.113594730968311,""
"2008.01",2008,1,"Echinococcosis",0,"Tibet",-0.895582085573655,""
"2008.01",2008,1,"Echinococcosis",251,"Total",-0.536021843149071,""
"2008.01",2008,1,"Echinococcosis",94,"Xinjiang",-0.370174313978511,""
"2008.01",2008,1,"Echinococcosis",0,"Yunnan",-0.754751064719363,""
"2008.01",2008,1,"Echinococcosis",0,"Zhejiang",-0.343920090670263,""
"2008.02",2008,2,"Echinococcosis",0,"Anhui",-0.435712907673718,""
"2008.02",2008,2,"Echinococcosis",0,"Beijing",-0.388490700458513,""
"2008.02",2008,2,"Echinococcosis",0,"Chongqing",-0.350705182829201,""
"2008.02",2008,2,"Echinococcosis",0,"Fujian",-0.287748406249531,""
"2008.02",2008,2,"Echinococcosis",10,"Gansu",-1.32512200717193,""
"2008.02",2008,2,"Echinococcosis",0,"Guangdong",-0.245334513224714,""
"2008.02",2008,2,"Echinococcosis",0,"Guangxi",-0.231748902279069,""
"2008.02",2008,2,"Echinococcosis",0,"Guizhou",-0.315706263000959,""
"2008.02",2008,2,"Echinococcosis",0,"Hainan",-0.113594730968311,""
"2008.02",2008,2,"Echinococcosis",0,"Hebei",-0.411655617804052,""
"2008.02",2008,2,"Echinococcosis",0,"Heilongjiang",-0.445499853226283,""
