"date","year","month","disease_en","value","province","value_norm","Date","out_label"
2008-02-01,2008,2,"Syphilis",407,"Hunan",-2.03869044735225,"2008.02",""
2008-02-01,2008,2,"Syphilis",202,"Inner Mongolia",-2.1968917384713,"2008.02",""
2008-02-01,2008,2,"Syphilis",1167,"Jiangsu",-2.06606191440668,"2008.02",""
2008-02-01,2008,2,"Syphilis",302,"Jiangxi",-1.41438735578999,"2008.02",""
2008-02-01,2008,2,"Syphilis",255,"Jilin",-1.57655179625682,"2008.02",""
2008-02-01,2008,2,"Syphilis",450,"Liaoning",-2.41459632641383,"2008.02",""
2008-02-01,2008,2,"Syphilis",81,"Ningxia",-1.68954056940206,"2008.02",""
2008-02-01,2008,2,"Syphilis",40,"Qinghai",-1.83446122252086,"2008.02",""
2008-02-01,2008,2,"Syphilis",123,"Shaanxi",-2.13485713208187,"2008.02",""
2008-02-01,2008,2,"Syphilis",231,"Shandong",-1.84852152036563,"2008.02",""
2008-02-01,2008,2,"Syphilis",814,"Shanghai",-0.97183218069575,"2008.02",""
2008-02-01,2008,2,"Syphilis",289,"Shanxi",-2.17659523086975,"2008.02",""
2008-02-01,2008,2,"Syphilis",565,"Sichuan",-1.77314480355284,"2008.02",""
2008-02-01,2008,2,"Syphilis",209,"Tianjin",-0.91124471977863,"2008.02",""
2008-02-01,2008,2,"Syphilis",0,"Tibet",-1.20002842583518,"2008.02",""
2008-02-01,2008,2,"Syphilis",536,"Xinjiang",-1.92856148391495,"2008.02",""
2008-02-01,2008,2,"Syphilis",142,"Yunnan",-1.69483256873249,"2008.02",""
2008-02-01,2008,2,"Syphilis",2341,"Zhejiang",-0.800079268861577,"2008.02",""
2008-03-01,2008,3,"Syphilis",517,"Anhui",-1.64328153765566,"2008.03",""
2008-03-01,2008,3,"Syphilis",329,"Beijing",-0.818168532441236,"2008.03",""
2008-03-01,2008,3,"Syphilis",727,"Chongqing",-1.04614081151454,"2008.03",""
2008-03-01,2008,3,"Syphilis",1387,"Fujian",-1.01572625649911,"2008.03",""
2008-03-01,2008,3,"Syphilis",181,"Gansu",-1.50823888148066,"2008.03",""
2008-03-01,2008,3,"Syphilis",2683,"Guangdong",-1.42194515904794,"2008.03",""
2008-03-01,2008,3,"Syphilis",2184,"Guangxi",0.613773014468282,"2008.03",""
2008-03-01,2008,3,"Syphilis",258,"Guizhou",-1.38754392445599,"2008.03",""
2008-03-01,2008,3,"Syphilis",144,"Hainan",-1.26334475230114,"2008.03",""
2008-03-01,2008,3,"Syphilis",155,"Hebei",-1.62156505334999,"2008.03",""
2008-03-01,2008,3,"Syphilis",538,"Heilongjiang",-1.130042491022,"2008.03",""
2008-03-01,2008,3,"Syphilis",563,"Henan",-1.95106804527699,"2008.03",""
2008-03-01,2008,3,"Syphilis",562,"Hubei",-1.29737460745626,"2008.03",""
2008-03-01,2008,3,"Syphilis",654,"Hunan",-1.67744910273685,"2008.03",""
2008-03-01,2008,3,"Syphilis",355,"Inner Mongolia",-1.54696533861715,"2008.03",""
2008-03-01,2008,3,"Syphilis",1805,"Jiangsu",-0.695786866397189,"2008.03",""
2008-03-01,2008,3,"Syphilis",474,"Jiangxi",-1.00637959864805,"2008.03",""
2008-03-01,2008,3,"Syphilis",425,"Jilin",-0.258243310154633,"2008.03",""
2008-03-01,2008,3,"Syphilis",644,"Liaoning",-1.83831053714387,"2008.03",""
2008-03-01,2008,3,"Syphilis",95,"Ningxia",-1.53328579050839,"2008.03",""
2008-03-01,2008,3,"Syphilis",85,"Qinghai",-1.39768474096827,"2008.03",""
2008-03-01,2008,3,"Syphilis",227,"Shaanxi",-1.70896199392145,"2008.03",""
2008-03-01,2008,3,"Syphilis",323,"Shandong",-1.65341631283847,"2008.03",""
2008-03-01,2008,3,"Syphilis",1098,"Shanghai",0.218064869915631,"2008.03",""
2008-03-01,2008,3,"Syphilis",455,"Shanxi",-1.4603930695152,"2008.03",""
2008-03-01,2008,3,"Syphilis",791,"Sichuan",-1.53535181518665,"2008.03",""
2008-03-01,2008,3,"Syphilis",287,"Tianjin",0.871969456848318,"2008.03",""
2008-03-01,2008,3,"Syphilis",7,"Tibet",-1.07693702615342,"2008.03",""
2008-03-01,2008,3,"Syphilis",715,"Xinjiang",-1.60042741185614,"2008.03",""
2008-03-01,2008,3,"Syphilis",231,"Yunnan",-1.51512937206611,"2008.03",""
2008-03-01,2008,3,"Syphilis",3220,"Zhejiang",0.450652546962645,"2008.03",""
2008-04-01,2008,4,"Syphilis",509,"Anhui",-1.65441775985168,"2008.04",""
2008-04-01,2008,4,"Syphilis",354,"Beijing",-0.505768172492066,"2008.04",""
2008-04-01,2008,4,"Syphilis",714,"Chongqing",-1.07583186735543,"2008.04",""
2008-04-01,2008,4,"Syphilis",1363,"Fujian",-1.07997059045749,"2008.04",""
2008-04-01,2008,4,"Syphilis",200,"Gansu",-1.38149011203943,"2008.04",""
2008-04-01,2008,4,"Syphilis",2757,"Guangdong",-1.35892816314109,"2008.04",""
2008-04-01,2008,4,"Syphilis",2200,"Guangxi",0.629737931194309,"2008.04",""
2008-04-01,2008,4,"Syphilis",230,"Guizhou",-1.45310639930021,"2008.04",""
2008-04-01,2008,4,"Syphilis",151,"Hainan",-1.21679576051679,"2008.04",""
2008-04-01,2008,4,"Syphilis",163,"Hebei",-1.59260894886172,"2008.04",""
2008-04-01,2008,4,"Syphilis",521,"Heilongjiang",-1.24622286265178,"2008.04",""
2008-04-01,2008,4,"Syphilis",508,"Henan",-2.07868609847389,"2008.04",""
2008-04-01,2008,4,"Syphilis",567,"Hubei",-1.27828405143045,"2008.04",""
2008-04-01,2008,4,"Syphilis",604,"Hunan",-1.75057488099908,"2008.04",""
2008-04-01,2008,4,"Syphilis",328,"Inner Mongolia",-1.66165823270906,"2008.04",""
2008-04-01,2008,4,"Syphilis",1888,"Jiangsu",-0.51752224416398,"2008.04",""
2008-04-01,2008,4,"Syphilis",447,"Jiangxi",-1.07042732796685,"2008.04",""
2008-04-01,2008,4,"Syphilis",433,"Jilin",-0.196205263749824,"2008.04",""
2008-04-01,2008,4,"Syphilis",716,"Liaoning",-1.62443127514677,"2008.04",""
2008-04-01,2008,4,"Syphilis",94,"Ningxia",-1.54444684614365,"2008.04",""
2008-04-01,2008,4,"Syphilis",78,"Qinghai",-1.46562774920979,"2008.04",""
2008-04-01,2008,4,"Syphilis",227,"Shaanxi",-1.70896199392145,"2008.04",""
2008-04-01,2008,4,"Syphilis",289,"Shandong",-1.72552041127242,"2008.04",""
2008-04-01,2008,4,"Syphilis",1150,"Shanghai",0.435933343971236,"2008.04",""
2008-04-01,2008,4,"Syphilis",442,"Shanxi",-1.51648119058513,"2008.04",""
2008-04-01,2008,4,"Syphilis",840,"Sichuan",-1.48379492832849,"2008.04",""
2008-04-01,2008,4,"Syphilis",229,"Tianjin",-0.45401031551531,"2008.04",""
2008-04-01,2008,4,"Syphilis",3,"Tibet",-1.14727496882871,"2008.04",""
2008-04-01,2008,4,"Syphilis",725,"Xinjiang",-1.58209589945062,"2008.04",""
2008-04-01,2008,4,"Syphilis",239,"Yunnan",-1.49897627573655,"2008.04",""
2008-04-01,2008,4,"Syphilis",3220,"Zhejiang",0.450652546962645,"2008.04",""
2008-05-01,2008,5,"Syphilis",601,"Anhui",-1.52635120459744,"2008.05",""
2008-05-01,2008,5,"Syphilis",369,"Beijing",-0.318327956522564,"2008.05",""
2008-05-01,2008,5,"Syphilis",792,"Chongqing",-0.897685532310103,"2008.05",""
2008-05-01,2008,5,"Syphilis",1418,"Fujian",-0.932743991802858,"2008.05",""
2008-05-01,2008,5,"Syphilis",184,"Gansu",-1.48822591788468,"2008.05",""
2008-05-01,2008,5,"Syphilis",2816,"Guangdong",-1.30868488262076,"2008.05",""
2008-05-01,2008,5,"Syphilis",2341,"Guangxi",0.770428759842423,"2008.05",""
2008-05-01,2008,5,"Syphilis",266,"Guizhou",-1.36881178878622,"2008.05",""
2008-05-01,2008,5,"Syphilis",193,"Hainan",-0.937501809810675,"2008.05",""
2008-05-01,2008,5,"Syphilis",164,"Hebei",-1.58898943580068,"2008.05",""
2008-05-01,2008,5,"Syphilis",521,"Heilongjiang",-1.24622286265178,"2008.05",""
2008-05-01,2008,5,"Syphilis",630,"Henan",-1.79560605320077,"2008.05",""
2008-05-01,2008,5,"Syphilis",664,"Hubei",-0.907927264529834,"2008.05",""
2008-05-01,2008,5,"Syphilis",696,"Hunan",-1.61602344899658,"2008.05",""
2008-05-01,2008,5,"Syphilis",312,"Inner Mongolia",-1.72962439217093,"2008.05",""
2008-05-01,2008,5,"Syphilis",2081,"Jiangsu",-0.103003303308446,"2008.05",""
2008-05-01,2008,5,"Syphilis",435,"Jiangxi",-1.09889298544186,"2008.05",""
2008-05-01,2008,5,"Syphilis",434,"Jilin",-0.188450507949223,"2008.05",""
2008-05-01,2008,5,"Syphilis",669,"Liaoning",-1.76404690450599,"2008.05",""
2008-05-01,2008,5,"Syphilis",95,"Ningxia",-1.53328579050839,"2008.05",""
2008-05-01,2008,5,"Syphilis",50,"Qinghai",-1.73739978217584,"2008.05",""
2008-05-01,2008,5,"Syphilis",240,"Shaanxi",-1.6557251016514,"2008.05",""
2008-05-01,2008,5,"Syphilis",325,"Shandong",-1.64917489528354,"2008.05",""
2008-05-01,2008,5,"Syphilis",1286,"Shanghai",1.00574319919359,"2008.05",""
2008-05-01,2008,5,"Syphilis",419,"Shanxi",-1.6157140201704,"2008.05",""
2008-05-01,2008,5,"Syphilis",812,"Sichuan",-1.51325600653316,"2008.05",""
2008-05-01,2008,5,"Syphilis",316,"Tianjin",1.53495934303013,"2008.05",""
2008-05-01,2008,5,"Syphilis",1,"Tibet",-1.18244394016636,"2008.05",""
2008-05-01,2008,5,"Syphilis",738,"Xinjiang",-1.55826493332345,"2008.05",""
2008-05-01,2008,5,"Syphilis",321,"Yunnan",-1.33340703835854,"2008.05",""
2008-05-01,2008,5,"Syphilis",3758,"Zhejiang",1.21617440920773,"2008.05",""
2008-06-01,2008,6,"Syphilis",628,"Anhui",-1.48876645468587,"2008.06",""
2008-06-01,2008,6,"Syphilis",367,"Beijing",-0.343319985318498,"2008.06",""
2008-06-01,2008,6,"Syphilis",757,"Chongqing",-0.977622990343261,"2008.06",""
2008-06-01,2008,6,"Syphilis",1349,"Fujian",-1.11744645193322,"2008.06",""
2008-06-01,2008,6,"Syphilis",203,"Gansu",-1.36147714844345,"2008.06",""
2008-06-01,2008,6,"Syphilis",2754,"Guangdong",-1.36148290621839,"2008.06",""
2008-06-01,2008,6,"Syphilis",2190,"Guangxi",0.619759858240542,"2008.06",""
2008-06-01,2008,6,"Syphilis",211,"Guizhou",-1.49759522151593,"2008.06",""
2008-06-01,2008,6,"Syphilis",156,"Hainan",-1.18354648067082,"2008.06",""
2008-06-01,2008,6,"Syphilis",183,"Hebei",-1.52021868764104,"2008.06",""
2008-06-01,2008,6,"Syphilis",491,"Heilongjiang",-1.45124704788082,"2008.06",""
2008-06-01,2008,6,"Syphilis",532,"Henan",-2.02299822071525,"2008.06",""
2008-06-01,2008,6,"Syphilis",616,"Hubei",-1.09119660237756,"2008.06",""
2008-06-01,2008,6,"Syphilis",658,"Hunan",-1.67159904047587,"2008.06",""
2008-06-01,2008,6,"Syphilis",334,"Inner Mongolia",-1.63617092291085,"2008.06",""
2008-06-01,2008,6,"Syphilis",2038,"Jiangsu",-0.195357264224446,"2008.06",""
2008-06-01,2008,6,"Syphilis",434,"Jiangxi",-1.10126512356478,"2008.06",""
2008-06-01,2008,6,"Syphilis",417,"Jilin",-0.320281356559442,"2008.06",""
2008-06-01,2008,6,"Syphilis",629,"Liaoning",-1.8828687167266,"2008.06",""
2008-06-01,2008,6,"Syphilis",96,"Ningxia",-1.52212473487312,"2008.06",""
2008-06-01,2008,6,"Syphilis",54,"Qinghai",-1.69857520603783,"2008.06",""
2008-06-01,2008,6,"Syphilis",225,"Shaanxi",-1.71715228503992,"2008.06",""
2008-06-01,2008,6,"Syphilis",386,"Shandong",-1.51981165985792,"2008.06",""
2008-06-01,2008,6,"Syphilis",1308,"Shanghai",1.0979183228325,"2008.06",""
2008-06-01,2008,6,"Syphilis",411,"Shanxi",-1.65022978698267,"2008.06",""
2008-06-01,2008,6,"Syphilis",911,"Sichuan",-1.40909005145239,"2008.06",""
2008-06-01,2008,6,"Syphilis",266,"Tianjin",0.391873332371832,"2008.06",""
2008-06-01,2008,6,"Syphilis",2,"Tibet",-1.16485945449754,"2008.06",""
2008-06-01,2008,6,"Syphilis",671,"Xinjiang",-1.68108606644043,"2008.06",""
2008-06-01,2008,6,"Syphilis",273,"Yunnan",-1.43032561633591,"2008.06",""
2008-06-01,2008,6,"Syphilis",3533,"Zhejiang",0.896021214030883,"2008.06",""
2008-07-01,2008,7,"Syphilis",710,"Anhui",-1.37462017717666,"2008.07",""
2008-07-01,2008,7,"Syphilis",363,"Beijing",-0.393304042910365,"2008.07",""
2008-07-01,2008,7,"Syphilis",721,"Chongqing",-1.05984437574879,"2008.07",""
2008-07-01,2008,7,"Syphilis",1362,"Fujian",-1.08264743770576,"2008.07",""
2008-07-01,2008,7,"Syphilis",206,"Gansu",-1.34146418484746,"2008.07",""
2008-07-01,2008,7,"Syphilis",2840,"Guangdong",-1.28824693800232,"2008.07",""
2008-07-01,2008,7,"Syphilis",2217,"Guangxi",0.646700655215713,"2008.07",""
2008-07-01,2008,7,"Syphilis",264,"Guizhou",-1.37349482270366,"2008.07",""
2008-07-01,2008,7,"Syphilis",154,"Hainan",-1.19684619260921,"2008.07",""
2008-07-01,2008,7,"Syphilis",174,"Hebei",-1.55279430519034,"2008.07",""
2008-07-01,2008,7,"Syphilis",548,"Heilongjiang",-1.06170109594565,"2008.07",""
2008-07-01,2008,7,"Syphilis",587,"Henan",-1.89538016751835,"2008.07",""
2008-07-01,2008,7,"Syphilis",595,"Hubei",-1.17137693768595,"2008.07",""
2008-07-01,2008,7,"Syphilis",685,"Hunan",-1.63211112021427,"2008.07",""
2008-07-01,2008,7,"Syphilis",317,"Inner Mongolia",-1.70838496733909,"2008.07",""
2008-07-01,2008,7,"Syphilis",2148,"Jiangsu",0.0408970543978795,"2008.07",""
2008-07-01,2008,7,"Syphilis",483,"Jiangxi",-0.98503035554179,"2008.07",""
2008-07-01,2008,7,"Syphilis",455,"Jilin",-0.0256006361365998,"2008.07",""
2008-07-01,2008,7,"Syphilis",750,"Liaoning",-1.52343273475925,"2008.07",""
2008-07-01,2008,7,"Syphilis",100,"Ningxia",-1.47748051233207,"2008.07",""
2008-07-01,2008,7,"Syphilis",72,"Qinghai",-1.5238646134168,"2008.07",""
2008-07-01,2008,7,"Syphilis",253,"Shaanxi",-1.60248820938134,"2008.07",""
2008-07-01,2008,7,"Syphilis",376,"Shandong",-1.54101874763262,"2008.07",""
2008-07-01,2008,7,"Syphilis",1490,"Shanghai",1.86045798202711,"2008.07",""
2008-07-01,2008,7,"Syphilis",441,"Shanxi",-1.52079566143667,"2008.07",""
2008-07-01,2008,7,"Syphilis",949,"Sichuan",-1.36910715960321,"2008.07",""
2008-07-01,2008,7,"Syphilis",312,"Tianjin",1.44351246217747,"2008.07",""
2008-07-01,2008,7,"Syphilis",5,"Tibet",-1.11210599749107,"2008.07",""
2008-07-01,2008,7,"Syphilis",770,"Xinjiang",-1.49960409362579,"2008.07",""
2008-07-01,2008,7,"Syphilis",322,"Yunnan",-1.33138790131734,"2008.07",""
2008-07-01,2008,7,"Syphilis",3746,"Zhejiang",1.19909957213163,"2008.07",""
2008-08-01,2008,8,"Syphilis",630,"Anhui",-1.48598239913687,"2008.08",""
2008-08-01,2008,8,"Syphilis",290,"Beijing",-1.30551309396194,"2008.08",""
2008-08-01,2008,8,"Syphilis",625,"Chongqing",-1.27910140349688,"2008.08",""
2008-08-01,2008,8,"Syphilis",1354,"Fujian",-1.10406221569189,"2008.08",""
2008-08-01,2008,8,"Syphilis",166,"Gansu",-1.60830369946058,"2008.08",""
2008-08-01,2008,8,"Syphilis",2784,"Guangdong",-1.33593547544534,"2008.08",""
2008-08-01,2008,8,"Syphilis",2136,"Guangxi",0.565878264290201,"2008.08",""
2008-08-01,2008,8,"Syphilis",239,"Guizhou",-1.43203274667171,"2008.08",""
2008-08-01,2008,8,"Syphilis",146,"Hainan",-1.25004504036275,"2008.08",""
2008-08-01,2008,8,"Syphilis",159,"Hebei",-1.60708700110585,"2008.08",""
2008-08-01,2008,8,"Syphilis",495,"Heilongjiang",-1.42391048985028,"2008.08",""
2008-08-01,2008,8,"Syphilis",638,"Henan",-1.77704342728122,"2008.08",""
2008-08-01,2008,8,"Syphilis",584,"Hubei",-1.21337616094272,"2008.08",""
2008-08-01,2008,8,"Syphilis",715,"Hunan",-1.58823565325693,"2008.08",""
2008-08-01,2008,8,"Syphilis",377,"Inner Mongolia",-1.45351186935707,"2008.08",""
2008-08-01,2008,8,"Syphilis",2155,"Jiangsu",0.0559314201283911,"2008.08",""
2008-08-01,2008,8,"Syphilis",441,"Jiangxi",-1.08466015670436,"2008.08",""
2008-08-01,2008,8,"Syphilis",429,"Jilin",-0.227224286952229,"2008.08",""
2008-08-01,2008,8,"Syphilis",691,"Liaoning",-1.69869490778465,"2008.08",""
2008-08-01,2008,8,"Syphilis",90,"Ningxia",-1.5890910686847,"2008.08",""
2008-08-01,2008,8,"Syphilis",67,"Qinghai",-1.57239533358931,"2008.08",""
2008-08-01,2008,8,"Syphilis",237,"Shaanxi",-1.6680105383291,"2008.08",""
2008-08-01,2008,8,"Syphilis",403,"Shandong",-1.48375961064095,"2008.08",""
2008-08-01,2008,8,"Syphilis",1433,"Shanghai",1.62164061623539,"2008.08",""
2008-08-01,2008,8,"Syphilis",452,"Shanxi",-1.4733364820698,"2008.08",""
2008-08-01,2008,8,"Syphilis",862,"Sichuan",-1.46064693831055,"2008.08",""
2008-08-01,2008,8,"Syphilis",328,"Tianjin",1.80929998558812,"2008.08",""
2008-08-01,2008,8,"Syphilis",3,"Tibet",-1.14727496882871,"2008.08",""
2008-08-01,2008,8,"Syphilis",739,"Xinjiang",-1.5564317820829,"2008.08",""
2008-08-01,2008,8,"Syphilis",267,"Yunnan",-1.44244043858308,"2008.08",""
2008-08-01,2008,8,"Syphilis",3586,"Zhejiang",0.971435077783652,"2008.08",""
2008-09-01,2008,9,"Syphilis",0,"Anhui",-2.3629598970735,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Beijing",-4.92935726937231,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Chongqing",-2.70655601123184,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Fujian",-4.72851338984412,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Gansu",-2.71568768510502,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Guangdong",-3.70673705118421,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Guangxi",-1.56543811863441,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Guizhou",-1.99165529980626,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Hainan",-2.22092401186495,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Hebei",-2.18258957781024,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Heilongjiang",-4.80680954612934,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Henan",-3.25741284436525,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Hubei",-3.44315310475677,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Hunan",-2.63393428240679,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Inner Mongolia",-3.05496450167743,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Jiangsu",-4.57250545833625,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Jiangxi",-2.13077306891129,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Jilin",-3.55401452541011,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Liaoning",-3.75134171389569,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Ningxia",-2.59358607585831,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Qinghai",-2.22270698390093,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Shaanxi",-2.63856003586775,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Shandong",-2.33840524796098,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Shanghai",-4.38231175533541,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Shanxi",-3.42347730696291,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Sichuan",-2.36762727446832,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Tianjin",-5.68934424433032,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Tibet",-1.20002842583518,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Xinjiang",-2.91113054885081,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Yunnan",-1.98155002858221,"2008.09",""
2008-09-01,2008,9,"Syphilis",0,"Zhejiang",-4.13109540179048,"2008.09",""
2008-10-01,2008,10,"Syphilis",540,"Anhui",-1.6112648988421,"2008.10",""
2008-10-01,2008,10,"Syphilis",347,"Beijing",-0.593240273277834,"2008.10",""
2008-10-01,2008,10,"Syphilis",578,"Chongqing",-1.38644598999855,"2008.10",""
2008-10-01,2008,10,"Syphilis",1454,"Fujian",-0.836377490865281,"2008.10",""
2008-10-01,2008,10,"Syphilis",176,"Gansu",-1.5415938208073,"2008.10",""
2008-10-01,2008,10,"Syphilis",3060,"Guangdong",-1.1008991123333,"2008.10",""
2008-10-01,2008,10,"Syphilis",2345,"Guangxi",0.774419989023929,"2008.10",""
2008-10-01,2008,10,"Syphilis",303,"Guizhou",-1.2821756613135,"2008.10",""
2008-10-01,2008,10,"Syphilis",125,"Hainan",-1.38969201571581,"2008.10",""
2008-10-01,2008,10,"Syphilis",139,"Hebei",-1.67947726232653,"2008.10",""
2008-10-01,2008,10,"Syphilis",512,"Heilongjiang",-1.30773011822049,"2008.10",""
2008-10-01,2008,10,"Syphilis",591,"Henan",-1.88609885455857,"2008.10",""
2008-10-01,2008,10,"Syphilis",546,"Hubei",-1.35846438673884,"2008.10",""
2008-10-01,2008,10,"Syphilis",699,"Hunan",-1.61163590230084,"2008.10",""
2008-10-01,2008,10,"Syphilis",322,"Inner Mongolia",-1.68714554250726,"2008.10",""
2008-10-01,2008,10,"Syphilis",1867,"Jiangsu",-0.562625341355515,"2008.10",""
2008-10-01,2008,10,"Syphilis",450,"Jiangxi",-1.06331091359809,"2008.10",""
2008-10-01,2008,10,"Syphilis",382,"Jilin",-0.591697809580481,"2008.10",""
2008-10-01,2008,10,"Syphilis",649,"Liaoning",-1.82345781061629,"2008.10",""
2008-10-01,2008,10,"Syphilis",73,"Ningxia",-1.77882901448416,"2008.10",""
2008-10-01,2008,10,"Syphilis",78,"Qinghai",-1.46562774920979,"2008.10",""
2008-10-01,2008,10,"Syphilis",232,"Shaanxi",-1.68848626612528,"2008.10",""
2008-10-01,2008,10,"Syphilis",351,"Shandong",-1.59403646706934,"2008.10",""
2008-10-01,2008,10,"Syphilis",1243,"Shanghai",0.825582730262991,"2008.10",""
2008-10-01,2008,10,"Syphilis",406,"Shanxi",-1.67180214124034,"2008.10",""
2008-10-01,2008,10,"Syphilis",848,"Sichuan",-1.47537747741288,"2008.10",""
2008-10-01,2008,10,"Syphilis",267,"Tianjin",0.414735052584998,"2008.10",""
2008-10-01,2008,10,"Syphilis",2,"Tibet",-1.16485945449754,"2008.10",""
2008-10-01,2008,10,"Syphilis",661,"Xinjiang",-1.69941757884595,"2008.10",""
2008-10-01,2008,10,"Syphilis",283,"Yunnan",-1.41013424592396,"2008.10",""
